강길부	무소속	찬성
강석진	미래통합당	찬성
경대수	미래통합당	찬성
곽대훈	미래통합당	찬성
권미혁	더불어민주당	기권
권은희	국민의당	반대
기동민	더불어민주당	기권
김관영	무소속	반대
김규환	미래통합당	찬성
김동철	민생당	기권
김민기	더불어민주당	반대
김병기	더불어민주당	반대
김상훈	미래통합당	찬성
김선동	미래통합당	찬성
김성원	미래통합당	찬성
김영진	더불어민주당	기권
김영호	더불어민주당	반대
김재경	미래통합당	찬성
김정재	미래통합당	찬성
김종민	더불어민주당	찬성
김종회	민생당	반대
김중로	미래통합당	찬성
김철민	더불어민주당	반대
김학용	미래통합당	찬성
김한표	미래통합당	찬성
김현권	더불어민주당	반대
나경원	미래통합당	찬성
맹성규	더불어민주당	반대
민홍철	더불어민주당	반대
박광온	더불어민주당	반대
박명재	미래통합당	찬성
박선숙	민생당	반대
박용진	더불어민주당	반대
박정	더불어민주당	찬성
박주선	민생당	찬성
박지원	민생당	찬성
박홍근	더불어민주당	반대
서삼석	더불어민주당	반대
서형수	더불어민주당	반대
성일종	미래통합당	찬성
송갑석	더불어민주당	반대
송언석	미래통합당	찬성
송희경	미래통합당	찬성
신보라	미래통합당	찬성
신창현	더불어민주당	반대
심재권	더불어민주당	반대
안규백	더불어민주당	반대
안상수	미래통합당	찬성
어기구	더불어민주당	반대
염동열	미래통합당	찬성
오영훈	더불어민주당	반대
우원식	더불어민주당	반대
위성곤	더불어민주당	반대
유동수	더불어민주당	찬성
유성엽	민생당	반대
윤상직	미래통합당	찬성
윤영일	민생당	반대
윤재옥	미래통합당	찬성
윤한홍	미래통합당	찬성
이개호	더불어민주당	반대
이동섭	미래통합당	기권
이상돈	무소속	기권
이상헌	더불어민주당	반대
이원욱	더불어민주당	찬성
이인영	더불어민주당	찬성
이정미	정의당	반대
이종구	미래통합당	찬성
이종배	미래통합당	찬성
이춘석	더불어민주당	반대
이헌승	미래통합당	찬성
이혜훈	미래통합당	반대
이훈	더불어민주당	반대
임이자	미래통합당	찬성
장병완	민생당	찬성
전해철	더불어민주당	기권
정갑윤	미래통합당	찬성
정성호	더불어민주당	찬성
정용기	미래통합당	찬성
정은혜	더불어민주당	반대
정진석	미래통합당	찬성
정태옥	미래통합당	찬성
조배숙	민생당	반대
주광덕	미래통합당	찬성
주호영	미래통합당	찬성
천정배	민생당	반대
최도자	민생당	반대
최운열	더불어민주당	찬성
최재성	더불어민주당	기권
표창원	더불어민주당	기권
함진규	미래통합당	찬성
홍문표	미래통합당	찬성
홍익표	더불어민주당	반대
강병원	더불어민주당	반대
강창일	더불어민주당	반대
고용진	더불어민주당	찬성
곽상도	미래통합당	찬성
권성동	미래통합당	찬성
권칠승	더불어민주당	기권
김경협	더불어민주당	반대
김광수	민생당	반대
김기선	미래통합당	찬성
김두관	더불어민주당	반대
김병관	더불어민주당	반대
김삼화	미래통합당	기권
김상희	더불어민주당	반대
김성식	무소속	반대
김영주	더불어민주당	반대
김영춘	더불어민주당	반대
김용태	미래통합당	찬성
김정우	더불어민주당	반대
김정호	더불어민주당	반대
김종석	미래통합당	찬성
김종훈	민중당	반대
김진표	더불어민주당	기권
김태흠	미래통합당	찬성
김한정	더불어민주당	반대
김해영	더불어민주당	기권
김현아	미래통합당	찬성
남인순	더불어민주당	반대
문진국	미래통합당	찬성
박경미	더불어민주당	기권
박덕흠	미래통합당	찬성
박범계	더불어민주당	기권
박완주	더불어민주당	반대
박재호	더불어민주당	반대
박주민	더불어민주당	반대
박주현	민생당	반대
박찬대	더불어민주당	기권
백재현	더불어민주당	반대
서영교	더불어민주당	기권
설훈	더불어민주당	반대
소병훈	더불어민주당	반대
송석준	미래통합당	찬성
송옥주	더불어민주당	반대
신동근	더불어민주당	반대
신용현	미래통합당	기권
심상정	정의당	반대
심재철	미래통합당	찬성
안민석	더불어민주당	반대
안호영	더불어민주당	찬성
여영국	정의당	반대
오신환	미래통합당	찬성
오제세	더불어민주당	반대
원혜영	더불어민주당	기권
유기준	미래통합당	찬성
유민봉	미래통합당	찬성
윤관석	더불어민주당	기권
윤소하	정의당	반대
윤일규	더불어민주당	기권
윤준호	더불어민주당	반대
윤후덕	더불어민주당	기권
이규희	더불어민주당	반대
이명수	미래통합당	찬성
이상민	더불어민주당	기권
이석현	더불어민주당	기권
이은권	미래통합당	찬성
이장우	미래통합당	찬성
이종걸	더불어민주당	반대
이종명	미래한국당	찬성
이주영	미래통합당	찬성
이학재	미래통합당	찬성
이현재	무소속	찬성
이후삼	더불어민주당	반대
인재근	더불어민주당	반대
임종성	더불어민주당	기권
장정숙	민생당	반대
전혜숙	더불어민주당	반대
정병국	미래통합당	찬성
정양석	미래통합당	찬성
정유섭	미래통합당	찬성
정점식	미래통합당	찬성
정춘숙	더불어민주당	기권
제윤경	더불어민주당	반대
조승래	더불어민주당	반대
주승용	민생당	반대
채이배	민생당	반대
최경환	민생당	기권
최연혜	미래통합당	찬성
최인호	더불어민주당	반대
추혜선	정의당	반대
한정애	더불어민주당	반대
허윤정	더불어민주당	반대
홍영표	더불어민주당	반대
홍일표	미래통합당	찬성
