"","NULL.Year","NULL.1","NULL.1000","NULL.1500","NULL.1650","NULL.1750","NULL.1804","NULL.1850","NULL.1900","NULL.1930","NULL.1950","NULL.1960","NULL.1974","NULL.1980","NULL.1987","NULL.1999","NULL.2011","NULL.2020","NULL.2023","NULL.2030","NULL.2037","NULL.2046","NULL.2057","NULL.2100"
"1","Population","0.2","0.275","0.45","0.5","0.7","1","1.2","1.6","2","2.55","3","4","4.5","5","6","7","7.8","8","8.5","9","9.5","10","10.9"
