"","user","grade","review"
"4816","오바마짱","6","극한 상황에서 좀비보다 혐오스럽게 드러나는 인간의 이기심 너무행. 가족들은 잘 알지 못하는 아빠들의 희생에 대한 비애와 연민 조명."
"4817","007빵","0",""
"4818","민이","0","좀비영화라 참신했지만 너무 뻔한 스토리였습니다. ㅠ"
"4819","dnjscb","0","짜증나서 보다 나왓습니다!! 뻔한스토리에 ..어떻게 천만이 넘엇는지 이해 안가네요;;"
"4820","HeartATtack","8","7점 줄려다 8점 기대치가 너무높았던듯"
"4821","이재기","8",""
"4822","behappy","10","공유,마동석 최고"
"4823","이은혁","10",""
"4824","YG","8","충분히 볼만함"
"4825","티엔테크","2","허무..뻔한 스토리"
"4826","강명주","10","공유 너무잘생기고 재밌게 봣다는!!"
"4827","민맘","10","개꿀"
"4828","맥스로","10","오늘 봤네요. 이렇게 잘 만든 영화가 계속 나오기를 바랍니다^^"
"4829","연청","9","뭘 더 바래. 이 정도면 훌륭!!!"
"4830","도울건축사사무소","8",""
"4831","루돌프","10","첨엔 오락이라 생각 했지만 갈수록 정말 깊이가 있는 영화 굿"
"4832","반딧불이","8",""
"4833","김명아","3",""
"4834","alfodmlRna","10","처음엔 그냥 시간잘가는 오락영화로 생각했으나 영화관람후 생각할수록 현실의복사판같은 ,극도의 이기주의가 팽배한 세상을 극도의 환경에서 꼬집고 있는 현실비판과 그속에서도 살아있는 인간애와 우정 과 부성애 를 보여주며 자성을 요구하는속내용도 있는 헬조선의 현시국을 실랄히 비판하는 영화인느낌이 강해진다"
"4835","홍만식","8","오락영화는 오락영화일뿐 다른 것은 생각하지 말자 긴장감 최고인 올해의 최고 영화"
"4836","귀엽찌","0","발연기를 하는 몇의 배우들 때문에 몰입도가 떨어진다"
"4837","yangki","7","다 된 좀비물에 신파 끼얹기... 정말 아쉽다."
"4838","만월의푸른달","8","공유가 괜히 주인공이 아니었구나...하고 느낀영화"
"4839","사랑스런소은맘","9","아주 재밌게 봤음~눈물도 많이 쏟고ㅎㅎ좀비영화 시도  성공적임~~ 잘만들었음~^^"
"4840","린킹원킹","7","아무생각없이 즐기자"
"4841","혜윰","10","사람이 좀비보다 더 무섭다는 지극히 한국 정서에 맞는 영화."
"4842","무2","8","워킹데드 광팬으로서 후하게 점수 드립니다. 한국 좀비영화 첫작품치곤 큰욕심내지 않고 잘 만들었다고 봅니다. KTX도 잘 활용했고. 펄펄 날뛰는 좀비들은 워데보다 무서웠음 ㅎ 스포 노출 피해서 봤기에 엔딩이 궁금해서 잼있었던듯"
"4843","bpc","6",""
"4844","조경미","7","좀비영화 워낙 좋아하는데 요즘 작품이 뜸해서 기대하고 보게됐음. 역시 한국영화..... 부성애 신파에 좀비 조미료 좀 끼얹고... 영화 끝나고 불켜지는데 여기저기서 훌쩍거리는 소리만... 한국영화 치고 괜찮았지만 모든걸 담아내기엔 시간이 좀 짧지 않았나...."
"4845","효꼬얌얌","7","지루하진 않지만 좀비영화가 너무 감성적임...한국 좀비 눈만 하얗게 바뀌면 좀비. 변신완료.."
"4846","언더바","9","아주 재미 있음 평점 때문에 고민했으나 막상 보니 몇가지의 유치한점이나 신파를 제외 하고는 좀비영화로써 아주 잘 만들었음 유치한점이나 신파가 영화를 망치는 수준이 아닌 안좋은 조미료 정도 느낌임"
"4847","웃어요","8",""
"4848","---","7",""
"4849","billy","10","월드 워를 보는 느낌!넘 재밌어요~~*^"
"4850","모든이들의죽마고우","8",""
"4851","밝은얼굴","0","좀비 영화임경쟁작이 없어서 흥행했다고 봄"
"4852","아낙수나문","9","해외에서는 반응 좋던데 다음 존문가들은  혹평을 때려부네 ㅋㅋ"
"4853","FreeJazz","5","그냥 한국판 좀비영화"
"4854","누노","8",""
"4855","천장지구","9","오늘 보고저의 펑점은 재미있습니다 좀비영화는 단순하지만  한국영화로는  9점이요"
"4856","행방불명","8",""
"4857","강물처럼","10","오늘 드디어 남편하고 조조로 보고 왔어요나는 잼있었는대 10점 주면 댓글 알바인가요?ㅋㅋ재미없다는 사람들이 신기하네요"
"4858","event-jjang","0","평점에 속음 !! 그냥 좀비한테 도망가는 영화 그러다 끝"
"4859","get some","1","뻔하고 유치함.아류는 아류일뿐"
"4860","ambros1","9","좀비 소재의 오락영화로는 수작!극 전개 상 어색한 점이 있긴 하지만 우려한 좀비 모습은 전혀 거슬리지 않았습니다신파만 조금 줄였으면 더 좋았을텐데"
"4861","H S Kim","5","영화보다  영구와 땡칠이가  떠오름~"
"4862","김민서","10","무서울 줄만 알고 있었는데 정말 슬프기도 하고 재미있었던 영화에요! 눈물 뚝뚝.."
"4863","이예인","10",""
"4864","아자아자","10",""
"4865","황인준","10",""
"4866","WQA","10",""
"4867","전종화","1","감사합니다"
"4868","스마트폰안함","7","영화본지 20분. 전반전은 좀비영화, 후반전은 드라마. 드라마가 좀비의 감동을 지워버림. 왜 가족, 희생, 헌신, 눈물을 넣어서 장르를 흐리게 만드는지 모르겠네요. 헐리우드 영화를 많이 본 감독들의 클리셰!"
"4869","숨돌","0",""
"4870","윤치선","6",""
"4871","페리도트","10","10년만에 영화 보다가 눈물이 흘렀습니다. 공포영화 보러 갔다가 이런 감동을 주시다니 부산행을 만들어주신 모든 분들께 너무 감사하네요! 이건 그냥 좀비영화로만 볼 수 없는, 통렬한 사회와 정부에 대한 풍자와 오락성, 가족애, 사회 구성원들간의 연대감 등 모든 걸 갖춘 영화네요. 드라마틱하면서도매우 현실적입니다"
"4872","우리는 하나","0","모든 대한민국 국민을 좀비로 만들고 돈버니좋냐"
"4873","jskim","9","잠시라도 눈을 띨 수 없다 스릴과 감동 극적이다^^"
"4874","똥글","10","지린다. 강력추천!"
"4875","민정","8",""
"4876","이향숙","8",""
"4877","윤보현","9","기대안했는데 정말 잼있었어요~~퀄리티 기대 안했는데 생각보다 정말 잘 만드신 것 같애요 마지막이 좀 아쉽지만.."
"4878","코리아","9","이 정도면 웰 메이드."
"4879","디비진다","6",""
"4880","베르테르","10","잼나다"
"4881","제리사랑","8","정말 1초도 눈을 뗄 수 없었습니다.긴장감.박진감.액션까지...전날 본 헐리웃 영화보다 백배 재미있었습니다.최고!참.공유씨는 각도에 따라 얼굴이 달라보이네요. 배우는 괜히 배우가 아니란걸 느꼈습니다."
"4882","케빈리","6","외국 좀비는 느린데 한국 좀비는 어찌 그리 빠를까요...이정도 빠르기면 올림픽에 나가도 되겠던데..전 미드 워킹데드를 즐겨봐서 그런지..조금은 비교가 되네요.."
"4883","라헬","10","영화보는 내내 몰입해서 봤다면 잘 만든 영화겠죠? 끝나고 우르르나오는 사람들이 다 좀비 같이 보여 깜놀랬습니다 ㅋㅋ"
"4884","귀염둥이","10",""
"4885","jolee2222","8",""
"4886","뜀바우","10",""
"4887","그마음으로","0","기대이하의 좀비영화. 한국형 좀비에대한 이질감과 섬세한 묘사가 부족한 편..소희는 그렇다 쳐도 주연이면서 오랜 연기경험을 가진 공유의 연기가 어색한건 왜일까? 오히려 마동석 연기가 자연스러운건 함정.. 많은 관객이 좁은 선택의 폭에서 팬덤이란 미끼를 물었을 듯 하다"
"4888","ud","8","기대 이상의 좀비영화! 솔직히 한국판 좀비영화라...허접 하겠거니 기대도 안하고 보러 갔는데 생각보다 고퀄ㅋㅋ한국시장에서는 조금 생소한 이런 장르의 영화가 많이 나왔으면 좋겠다!"
"4889","김정훈","7","중반부까지는 재밌었습니다. 후반으로 갈수록 신파적 요소가 많아지네요. 대중성을 잡기위한 의도였겠지만, 개인적으로는 아쉬웠습니다. 제 점수는요 7점입니다."
"4890","철수","10","재밌는데 다 좀비가되고 꼬마애랑 아줌마랑만 살았다"
"4891","아웃라이어","3",""
"4892","조정현","8","무난한 전개방식 너무 한 캐릭터에게만 악역을 넘겨준것이 아쉽다"
"4893","회장님","9","별 기대없이 봤는데 괜찮던데...다 개인취향이지 뭐2편도 나왔으면 좋겠네요"
"4894","종님","5","유치하다 보는 내내 지루했다. 그래도 우리나라 처음 좀비영화니까 뭐 새로운 시도로 생각한다"
"4895","빽끼신","8",""
"4896","TrueVoice","8","굉장히 즐겁게 봤습니다. 우리나라 영화가 이만큼 성장했다는 것에 뿌듯했습니다."
"4897","금강불괴","4","낚였네....새로운 시도는 인정"
"4898","Cp6786","7","억지스러운 신파극. 어색한 소희 빼고 다 괜찮다."
"4899","불살라버리자","8",""
"4900","진실된 사람","10","아주 좋았습니다  이영화를보고나서  국민의식이 개선되길 바래봅니다"
"4901","광땡","1","친구땜에 어쩔수없이 본 영화 어느정도 예상은 했지만 3류 저예산영화보다도 못한영화!!통신사할인받고 6천원에 봤지만 그6천원마저도 아깝기는 실로 오랜만이었다.쉬바이런 영화가 천만이라니 ㅋㅋㅋ  댓글알바가 정말 많다는걸 또한번 느끼게 해준 정말 코메디 영화ㅋㅋㅋ"
"4902","appac","6","."
"4903","englin","6","스토리개연성 디테일 영화전반의 감성 모두 좀비마니아인 제 취향과는 좀."
"4904","NiceGuy","9","월드워보다 재밌다"
"4905","벗","9","사실 기대를 하지는 않아 제일 나중에 본영화인데 기대를 안해서 그런가 잘 만들었다고 생각됩니다."
"4906","조규봉","7","평타. 공유씨의 연기가 아쉽다.상영시간이 생각보다 길다."
"4907","웃고살자","10",""
"4908","민승기","10","스릴 넘치고 재밌더라 상무 ㅂㄷㅂㄷ..."
"4909","18000RPM","10",""
"4910","닉이네에임","10","영화안봤다 빨리 TV에서 방송을해라"
"4911","Blue","9","디테일이 좀 아쉬웠지만 그래도 잘 만든 영화"
"4912","박치기","8",""
"4913","bbong","0","이 영화가 잼있다면  잼없는 영화란 없다. 여기도 삭제될려나...네이버에선 삭제 ㅋㅋ 대단하두 성질나서 이글 쓸려구 가입했다...알바들 적당히들 해라 ...이 영활보고 울어? 왠만한 드라만 대성통곡하겠다"
"4914","gksqhrdPtnf","9","좀비물인지 모르고 봤다가 까무라쳐서 죽을뻔했다. 무서워서도 눈물나고 이래저래 눈물이 나드라... 사람이 사람같이 못살면 좀비나 다름없다는 생각이 들면서 슬프기도하고."
"4915","써니써니","10","재밌게 잘 봤어요~"
"4916","oipiui","10",""
"4917","빛과진리의순교자하늘의심판자","1","(스포일러 있습니다!!!)전국에 모든 사람들이 좀비로 변했다가 다 죽었고 부산 사람들만 전부 살아남았다......., 그래서 뭐 어쩌라구?????"
"4918","오상석","10",""
"4919","상연","10","우리나라 사람들의 자기 이기적 마음과태도를 깨우치고  반성하게하는 영화"
"4920","갈매기","1","8월16일(화) 휴가라 이영화를 봤는데요..거 머랄까 미국의 좀비 영화랑은 좀 틀린듯 한건 사실이지만 미국영화보단 못한거 같습니다..극 전개가 미국영화보다 못하고 일단 돈을 넘 않들였어여..배우들 개런티만 챙긴듯합니다..좀더 투자 많이 하시면 좋은 영화 만들듯합니다..개런티 다주고 남는게 없어서 그런거 같습니다."
"4921","이영국","9",""
"4922","웅이아부지","9",""
"4923","F-U시나","10",""
"4924","자유인","0","진심 돈도 시간도 아깝다. 이런 허접한 내용으로 영화 만들고 투자한 사람들 머릿속이 궁굼...이런저런 현실비판을 보여주고 싶었던 의도는 알겠으나 딱 거기까지, 밑도 끝도 없이 마구자비 날뛰는 좀비라니.....어이없는 영화"
"4925","레고주식","3","공유의 연기력 좀비역할의 연극 배우들 모두 좋았다.한국 영화의  다양성과 수준을 높이는데 일조했다.근데 예고편이 전부인 영화는 부산행이 처음이다 뉘밍"
"4926","주주미","9",""
"4927","한정선","6",""
"4928","Zarna","10","제가 좀비물을 그렇게 좋아하는건 아니었는데부산행을 보고 나니 뭔가 좀비물에 대한 시선이 새로워졌어요.조금만 있으면 나오는 서울역도 보고싶어지는 신기한 영화네요! 좀비 정말 리얼했어요!!"
"4929","김현진","3","밑과 끝은 없다. 케릭터는 있다."
"4930","sarena77","8",""
"4931","치노","2","좀비물 싫어하는데 공유때문에 봤긴 했지만 참 재미없네요"
"4932","세라안녕ㅋ","10",""
"4933","코코씨","9","한국최초대규모좀비블록버스터 !!!"
"4934","살포시앵겨ㅋ","7","좀비 매니아로 왠만한 좀비영화를 봐왔지만한국에서 좀비영화? 기대를 안했지만 기대 이상이었고하지만 지금껏 봤왔던 영화와는 다르게감염에 의한 좀비 변환이 굉장히 빠르며 새벽의저주 데스셋에 나오는 좀비처럼달린다. . . A급 좀비 영화임"
"4935","김광렬","8",""
"4936","juliaqor","10","빠른전개.기대이상.진짜 잘봤어요~~"
"4937","슬픈마음γ™","10","아 웃다가울었다"
"4938","바카스","1","...."
"4939","귤따래","8","스토리는 허술한 부분도 있지만,새로운 시도는 높게삽니다생각없이 보기엔 잼나요~^^"
"4940","이히히히힛","0","이영화가 성공했는데, 클레멘타인은 왜 망했는지 아리송했습니다. 좀비가 없었어서?일단 보지도 않고 악플다는게 아니냐는 의심을 하실수있는데 어제 킨텍스점에서 가족과 함께 봤고, 원한다면 내용을 열거하면서 까고 싶지만, 스포가 되기때문에 그것도 안되는군요. 애초에 좀비영화로 선전을 하면 안되는 영화입니다."
"4941","정인숙","10","부산행 나오는 연기자들 너무 연기 잘해서 너무 감독적이였습니다10점에서 10점 드리고 싶어요너무 무섭고 감독적이였습니다"
"4942","화기","10",""
"4943","쩡아","9",""
"4944","이한용","10",""
"4945","금싸라기","5","터널과 비교되는 영화. 감독이 관객의 감성 포인트를 일일히 찍어 주는 전형적인 천만 영화의 특징. 소재는 참신했으나 풀어 나가는 과정이 너무 뻔하고 단조롭고 지루하다. 좀비 소재의 영화를 만들었다는 그것 하나로 5점 주고 나머지는 모두 꽝이 아닌가 싶다. 터널 보고 좀 배워라."
